Product,Name,Type_HS2,Group_Section,in_baseline,in_extended,status,RCA_2022,PCI_2032,Effort,RelativeRelatedness,Added_vol_baseline,Added_vol_extended
2843,Precious Metal Compounds,Inorganic chemicals,Chemical Products,False,True,extended only,0.048,1.476,1.713,-1.717,0.0,863723167.589966
2933,Nitrogen Heterocyclic Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.073,1.565,1.714,-2.445,0.0,7192877212.238354
2907,Phenols,Organic chemicals,Chemical Products,False,True,extended only,0.023,1.437,1.715,-1.049,0.0,497956808.04036885
5905,Textile Wall Coverings,"Coated, covered, & laminated fabrics for industrial use",Textiles,False,True,extended only,0.004,1.152,1.716,-0.554,0.0,9407510.187842183
3703,Photographic Paper,Photo & movie goods,Chemical Products,False,True,extended only,0.011,0.954,1.727,-0.909,0.0,38741429.69020565
3807,"Wood Tar, Oils and Pitch",Chemical products n.e.s.,Chemical Products,False,True,extended only,0.007,1.056,1.734,-0.891,0.0,10820265.0612422
8448,Knitting Machine Accessories,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.011,1.377,1.738,-1.068,0.0,385236410.6903852
3601,Propellant Powders,"Explosives, matches, & fireworks",Chemical Products,False,True,extended only,0.001,1.097,1.741,-0.827,0.0,34400191.096972175
4704,Sulfite Chemical Woodpulp,Wood pulp & paper scrap,Paper Goods,False,True,extended only,0.0,1.227,1.746,-0.886,0.0,41992816.06625847
4801,Newsprint,Paper articles,Paper Goods,False,True,extended only,0.011,1.264,1.746,-1.199,0.0,608719131.0347567
2931,Other Organo-Inorganic Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.017,1.242,1.749,-1.413,0.0,707903752.4243933
7105,Precious Stone Dust,"Precious stones, metals, & pearls",Precious Metals,False,True,extended only,0.003,1.494,1.749,-1.018,0.0,35558343.73494205
7014,Signaling Glassware,Glass & glassware,Stone And Glass,False,True,extended only,0.01,1.576,1.755,-1.309,0.0,41852967.37034011
2925,Carboxyimide Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.028,1.462,1.758,-1.868,0.0,159307398.1872572
8401,Nuclear Reactors,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.002,1.008,1.765,-1.208,0.0,271589129.18468183
8445,Textile Fiber Machinery,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.008,1.061,1.768,-1.451,0.0,288088165.95218635
7218,Stainless Steel Ingots,Iron & steel,Metals,False,True,extended only,0.004,1.069,1.769,-1.33,0.0,332672447.03682536
8601,Electric Locomotives,Railway and trams,Transportation,False,True,extended only,0.001,1.029,1.769,-1.254,0.0,100716090.08808765
9101,Precious Metal Watches,"Clocks, watches, & parts",Instruments,False,True,extended only,0.024,0.964,1.775,-1.997,0.0,1097060153.9108524
8449,Felt Machinery,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.006,0.992,1.777,-1.518,0.0,118899565.42223297
2812,Halides,Inorganic chemicals,Chemical Products,False,True,extended only,0.005,1.347,1.781,-1.556,0.0,51081183.238316424
7004,Blown Glass,Glass & glassware,Stone And Glass,False,True,extended only,0.017,1.026,1.784,-1.912,0.0,54018160.08845701
9205,Wind Instruments,Musical instruments,Instruments,False,True,extended only,0.005,1.23,1.786,-1.623,0.0,60809544.747268416
7221,Hot-Rolled Stainless Steel Bars,Iron & steel,Metals,False,True,extended only,0.001,1.446,1.794,-1.634,0.0,150784016.71459985
2924,Carboxyamide Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.022,1.376,1.797,-2.268,0.0,744914440.6861706
9110,Incomplete Movement Sets,"Clocks, watches, & parts",Instruments,False,True,extended only,0.001,1.403,1.807,-1.81,0.0,28644039.149672177
2935,Sulfonamides,Organic chemicals,Chemical Products,False,True,extended only,0.005,1.37,1.816,-2.081,0.0,862831603.6967987
5005,Silk Waste Yarn,Silk,Textiles,False,True,extended only,0.0,1.429,1.816,-1.931,0.0,7425788.894333147
