Product,Name,Type_HS2,Group_Section,in_baseline,in_extended,status,RCA_2022,PCI_2032,Effort,RelativeRelatedness,Added_vol_baseline,Added_vol_extended
7226,Flat-Rolled Iron,Iron & steel,Metals,False,True,extended only,0.091,1.586,1.508,-0.598,0.0,178118252.49771732
2915,Saturated Acyclic Monocarboxylic Acids,Organic chemicals,Chemical Products,False,True,extended only,0.061,0.945,1.517,0.11,0.0,725988501.6507379
2823,Titanium Oxides,Inorganic chemicals,Chemical Products,False,True,extended only,0.035,0.843,1.522,0.808,0.0,39211864.50694039
2930,Organo-Sulfur Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.052,1.391,1.525,0.264,0.0,378296859.5104472
8204,Wrenches,Tools & cutlery,Metals,False,True,extended only,0.106,1.378,1.528,-1.356,0.0,120064219.33721188
8434,Dairy Machinery,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.084,0.838,1.529,-0.736,0.0,100096801.84894586
2924,Carboxyamide Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.074,1.376,1.54,-0.638,0.0,413552947.3588799
3822,Laboratory Reagents,Chemical products n.e.s.,Chemical Products,False,True,extended only,0.088,1.682,1.542,-1.077,0.0,1348781571.6939328
9508,Fairground Amusements,"Toys, games, & sports",Miscellaneous,False,True,extended only,0.051,1.104,1.542,0.008,0.0,66548768.344497874
4810,Kaolin Coated Paper,Paper articles,Paper Goods,False,True,extended only,0.071,0.916,1.552,-0.724,0.0,1282049679.3776157
9016,Balances,"Optical, photo, & film equipment; medical instruments",Instruments,False,True,extended only,0.053,1.596,1.556,-0.274,0.0,18118898.51371783
2850,Hydrides and other anions,Inorganic chemicals,Chemical Products,False,True,extended only,0.037,1.53,1.557,0.187,0.0,29750911.157497015
8444,Artificial Textile Machinery,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.066,1.954,1.557,-0.683,0.0,51568150.95678618
9022,X-Ray Equipment,"Optical, photo, & film equipment; medical instruments",Instruments,False,True,extended only,0.073,1.649,1.557,-0.876,0.0,1155441222.1795368
9704,Revenue Stamps,Art & antiques,Arts and Antiques,False,True,extended only,0.08,0.837,1.559,-1.097,0.0,5473288.447595562
7225,Flat Flat-Rolled Steel,Iron & steel,Metals,False,True,extended only,0.058,1.419,1.561,-0.487,0.0,1538854460.3042684
1105,Potato Flours,Products of the milling industry,Vegetable Products,False,True,extended only,0.088,1.06,1.564,-1.411,0.0,44692465.079545654
7107,Silver Clad Metals,"Precious stones, metals, & pearls",Precious Metals,False,True,extended only,0.046,1.036,1.568,-0.262,0.0,6543765.305996041
8439,Papermaking Machines,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.083,1.491,1.581,-1.543,0.0,257609924.57074842
3801,Artificial Graphite,Chemical products n.e.s.,Chemical Products,False,True,extended only,0.024,0.895,1.583,0.133,0.0,146116559.89916027
8465,Woodworking machines,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.065,1.144,1.587,-1.134,0.0,389249854.8669867
2933,Nitrogen Heterocyclic Compounds,Organic chemicals,Chemical Products,False,True,extended only,0.069,1.565,1.592,-1.31,0.0,4240694750.3107224
3701,Photographic Plates,Photo & movie goods,Chemical Products,False,True,extended only,0.058,1.58,1.603,-1.192,0.0,198643126.9898212
2934,Nucleic Acids,Organic chemicals,Chemical Products,False,True,extended only,0.04,1.388,1.612,-0.795,0.0,1207322755.6963255
2812,Halides,Inorganic chemicals,Chemical Products,False,True,extended only,0.016,1.347,1.614,-0.12,0.0,29458174.21640127
9205,Wind Instruments,Musical instruments,Instruments,False,True,extended only,0.034,1.23,1.614,-0.642,0.0,35139690.87640335
7221,Hot-Rolled Stainless Steel Bars,Iron & steel,Metals,False,True,extended only,0.039,1.446,1.615,-0.809,0.0,87076823.37903783
7507,Nickel Pipes,Nickel articles,Metals,False,True,extended only,0.041,1.28,1.617,-0.923,0.0,54108850.54145657
2816,Magnesium Hydroxide and Peroxide,Inorganic chemicals,Chemical Products,False,True,extended only,0.016,0.871,1.618,-0.172,0.0,12336228.920683302
3705,Developed Exposed Photographic Material,Photo & movie goods,Chemical Products,False,True,extended only,0.008,2.344,1.619,0.026,0.0,61471153.3809203
8603,Self-Propelled Rail Transport,Railway and trams,Transportation,False,True,extended only,0.006,1.6,1.62,0.07,0.0,278609155.260228
2843,Precious Metal Compounds,Inorganic chemicals,Chemical Products,False,True,extended only,0.029,1.476,1.622,-0.644,0.0,515912661.0778798
2928,Hydrazine or Hydroxylamine Derivatives,Organic chemicals,Chemical Products,False,True,extended only,0.042,1.36,1.625,-1.063,0.0,75126030.09702182
2919,Phosphoric Esters and Salts,Organic chemicals,Chemical Products,False,True,extended only,0.006,1.74,1.633,-0.132,0.0,56167061.570569746
3914,Polymer Ion-Exchangers,Plastics & articles thereof,Plastics and Rubbers,False,True,extended only,0.029,1.758,1.633,-0.807,0.0,99043101.18226042
4701,Mechanical Wood Pulp,Wood pulp & paper scrap,Paper Goods,False,True,extended only,0.095,0.858,1.635,-2.726,0.0,18269646.968316123
2912,"Aldehydes, cyclic polymers, and paraformaldehyde",Organic chemicals,Chemical Products,False,True,extended only,0.024,1.35,1.641,-0.784,0.0,130253089.24643312
6814,Processed Mica,"Stone, plaster, cement, asbestos, mica.",Stone And Glass,False,True,extended only,0.021,0.918,1.643,-0.74,0.0,15260557.93814497
2908,Phenol Derivatives,Organic chemicals,Chemical Products,False,True,extended only,0.018,1.091,1.645,-0.672,0.0,38501698.08742701
8607,Locomotive Parts,Railway and trams,Transportation,False,True,extended only,0.009,0.931,1.648,-0.453,0.0,611319496.8593643
3703,Photographic Paper,Photo & movie goods,Chemical Products,False,True,extended only,0.066,0.954,1.652,-2.19,0.0,23783950.497891024
3821,Micro-Organism Culture Preparations,Chemical products n.e.s.,Chemical Products,False,True,extended only,0.029,1.385,1.664,-1.297,0.0,165488726.83196834
9012,Non-optical Microscopes,"Optical, photo, & film equipment; medical instruments",Instruments,False,True,extended only,0.027,2.035,1.667,-1.299,0.0,149929698.04987773
4902,Newspapers,"Books, newspapers, & other prints",Paper Goods,False,True,extended only,0.019,1.198,1.671,-1.114,0.0,136151681.6994825
8449,Felt Machinery,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.015,0.992,1.672,-1.01,0.0,70926950.72544284
2911,Acetals and Hemiacetals,Organic chemicals,Chemical Products,False,True,extended only,0.006,1.327,1.679,-0.851,0.0,4379891.010226179
3804,Wood Pulp Lyes,Chemical products n.e.s.,Chemical Products,False,True,extended only,0.045,0.919,1.68,-2.015,0.0,24655306.881033543
9304,"Spring, Air, and Gas Guns",Weapons,Weapons,False,True,extended only,0.011,0.844,1.682,-1.058,0.0,43803849.330523364
3002,"Vaccines, blood, antisera, toxins and cultures",Pharmaceutical products,Chemical Products,False,True,extended only,0.014,1.529,1.693,-1.327,0.0,13544487043.504852
8601,Electric Locomotives,Railway and trams,Transportation,False,True,extended only,0.0,1.029,1.695,-0.95,0.0,60960952.751242384
1501,Pig and Poultry Fat,"Animal or vegetable fats, oils, & waxes",Animal and Vegetable Bi-Products,False,True,extended only,0.002,0.876,1.706,-1.194,0.0,44491745.64213004
7506,Nickel Sheets,Nickel articles,Metals,False,True,extended only,0.023,1.7,1.714,-1.896,0.0,79311150.34359364
2935,Sulfonamides,Organic chemicals,Chemical Products,False,True,extended only,0.0,1.37,1.719,-1.337,0.0,515812023.6272169
7505,Nickel Bars,Nickel articles,Metals,False,True,extended only,0.021,1.356,1.722,-1.984,0.0,159400434.0730582
7218,Stainless Steel Ingots,Iron & steel,Metals,False,True,extended only,0.02,1.069,1.737,-2.186,0.0,206912514.39633998
2937,Hormones,Organic chemicals,Chemical Products,False,True,extended only,0.001,1.19,1.75,-1.836,0.0,1016109429.6869847
8401,Nuclear Reactors,"Machinery, mechanical appliances, & parts",Machines,False,True,extended only,0.003,1.008,1.75,-1.897,0.0,169779050.30960208
4904,Sheet Music,"Books, newspapers, & other prints",Paper Goods,False,True,extended only,0.004,1.638,1.759,-2.059,0.0,4471283.719140278
4704,Sulfite Chemical Woodpulp,Wood pulp & paper scrap,Paper Goods,False,True,extended only,0.004,1.227,1.763,-2.115,0.0,26702582.396984864
9702,Prints,Art & antiques,Arts and Antiques,False,True,extended only,0.008,0.943,1.766,-2.271,0.0,26301569.89673841
