hs4,code_trade,product_name,hs2_code,hs2_name,section
6217,6217,Other Non-Knit Clothing Accessories,62,Non-knitted clothing accesories,Textiles
6301,6301,Blankets,63,Used clothes & textile articles,Textiles
6302,6302,House Linens,63,Used clothes & textile articles,Textiles
6303,6303,Window Dressings,63,Used clothes & textile articles,Textiles
6304,6304,Bedspreads,63,Used clothes & textile articles,Textiles
6305,6305,Packing Bags,63,Used clothes & textile articles,Textiles
6306,6306,"Awnings, Tents, and Sails",63,Used clothes & textile articles,Textiles
6307,6307,Other Cloth Articles,63,Used clothes & textile articles,Textiles
6308,6308,Packaged Sewing Sets,63,Used clothes & textile articles,Textiles
6309,6309,Used Clothing,63,Used clothes & textile articles,Textiles
6310,6310,Textile Scraps,63,Used clothes & textile articles,Textiles
6401,6401,Waterproof Footwear,64,Footwear,Footwear and Headwear
6402,6402,Rubber Footwear,64,Footwear,Footwear and Headwear
6403,6403,Leather Footwear,64,Footwear,Footwear and Headwear
6404,6404,Textile Footwear,64,Footwear,Footwear and Headwear
6405,6405,Other Footwear,64,Footwear,Footwear and Headwear
6406,6406,Footwear Parts,64,Footwear,Footwear and Headwear
6501,6501,Hat Forms,65,Headgear,Footwear and Headwear
6502,6502,Hat Shapes,65,Headgear,Footwear and Headwear
6503,6503,Felt Hats,65,Headgear,Footwear and Headwear
6504,6504,Hats,65,Headgear,Footwear and Headwear
6505,6505,Knitted Hats,65,Headgear,Footwear and Headwear
6506,6506,Other Headwear,65,Headgear,Footwear and Headwear
6507,6507,Headbands and Linings,65,Headgear,Footwear and Headwear
6601,6601,Umbrellas,66,"Umbrellas, walking sticks, & whips",Footwear and Headwear
6602,6602,Walking Sticks,66,"Umbrellas, walking sticks, & whips",Footwear and Headwear
6603,6603,Umbrella and Walking Stick Accessories,66,"Umbrellas, walking sticks, & whips",Footwear and Headwear
6701,6701,Bird Skins and Feathers,67,"Feather articles, feathers, artificial flowers, & articles of human hair",Footwear and Headwear
6702,6702,Artificial Vegetation,67,"Feather articles, feathers, artificial flowers, & articles of human hair",Footwear and Headwear
6703,6703,Processed Hair,67,"Feather articles, feathers, artificial flowers, & articles of human hair",Footwear and Headwear
6704,6704,Fake Hair,67,"Feather articles, feathers, artificial flowers, & articles of human hair",Footwear and Headwear
6801,6801,Curbstones,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6802,6802,Building Stone,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6803,6803,Worked Slate,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6804,6804,Milling Stones,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6805,6805,Abrasive Powder,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6806,6806,Rock Wool,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6807,6807,Asphalt,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6808,6808,Vegetable Fiber,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6809,6809,Plaster Articles,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6810,6810,Cement Articles,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6811,6811,Asbestos Cement Articles,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6812,6812,Asbestos Fibres,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6813,6813,Friction Material,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6814,6814,Processed Mica,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6815,6815,Other Stone Articles,68,"Stone, plaster, cement, asbestos, mica.",Stone And Glass
6901,6901,Bricks,69,Ceramic products,Stone And Glass
6902,6902,Refractory Bricks,69,Ceramic products,Stone And Glass
6903,6903,Refractory Ceramics,69,Ceramic products,Stone And Glass
6904,6904,Ceramic Bricks,69,Ceramic products,Stone And Glass
6905,6905,Roofing Tiles,69,Ceramic products,Stone And Glass
6906,6906,Ceramic Pipes,69,Ceramic products,Stone And Glass
6907,6907,Unglazed Ceramics,69,Ceramic products,Stone And Glass
6908,6908,Glazed Ceramics,69,Ceramic products,Stone And Glass
6909,6909,Laboratory Ceramic Ware,69,Ceramic products,Stone And Glass
6910,6910,Bathroom Ceramics,69,Ceramic products,Stone And Glass
6911,6911,Porcelain Tableware,69,Ceramic products,Stone And Glass
6912,6912,Ceramic Tableware,69,Ceramic products,Stone And Glass
6913,6913,Ornamental Ceramics,69,Ceramic products,Stone And Glass
6914,6914,Other Ceramic Articles,69,Ceramic products,Stone And Glass
7001,7001,Glass Scraps,70,Glass & glassware,Stone And Glass
7002,7002,Glass Balls,70,Glass & glassware,Stone And Glass
7003,7003,Cast or Rolled Glass,70,Glass & glassware,Stone And Glass
7004,7004,Blown Glass,70,Glass & glassware,Stone And Glass
7005,7005,Float Glass,70,Glass & glassware,Stone And Glass
7006,7006,Glass with Edge Workings,70,Glass & glassware,Stone And Glass
7007,7007,Safety Glass,70,Glass & glassware,Stone And Glass
7008,7008,Insulating Glass,70,Glass & glassware,Stone And Glass
7009,7009,Glass Mirrors,70,Glass & glassware,Stone And Glass
7010,7010,Glass Bottles,70,Glass & glassware,Stone And Glass
7011,7011,Glass Bulbs,70,Glass & glassware,Stone And Glass
7012,7012,Vacuum Flasks Glass Inners,70,Glass & glassware,Stone And Glass
7013,7013,Interior Decorative Glassware,70,Glass & glassware,Stone And Glass
7014,7014,Signaling Glassware,70,Glass & glassware,Stone And Glass
7015,7015,Eyewear and Clock Glass,70,Glass & glassware,Stone And Glass
7016,7016,Glass Bricks,70,Glass & glassware,Stone And Glass
7017,7017,Laboratory Glassware,70,Glass & glassware,Stone And Glass
7018,7018,Glass Beads,70,Glass & glassware,Stone And Glass
7019,7019,Glass Fibers,70,Glass & glassware,Stone And Glass
7020,7020,Other Glass Articles,70,Glass & glassware,Stone And Glass
7101,7101,Pearls,71,"Precious stones, metals, & pearls",Precious Metals
7102,7102,Diamonds,71,"Precious stones, metals, & pearls",Precious Metals
7103,7103,Precious Stones,71,"Precious stones, metals, & pearls",Precious Metals
7104,7104,Synthetic Reconstructed Jewellery Stones,71,"Precious stones, metals, & pearls",Precious Metals
7105,7105,Precious Stone Dust,71,"Precious stones, metals, & pearls",Precious Metals
7106,7106,Silver,71,"Precious stones, metals, & pearls",Precious Metals
7107,7107,Silver Clad Metals,71,"Precious stones, metals, & pearls",Precious Metals
7108,7108,Gold,71,"Precious stones, metals, & pearls",Precious Metals
7109,7109,Gold Clad Metals,71,"Precious stones, metals, & pearls",Precious Metals
7110,7110,Platinum,71,"Precious stones, metals, & pearls",Precious Metals
7111,7111,Platinum Clad Metals,71,"Precious stones, metals, & pearls",Precious Metals
7112,7112,Precious Metal Scraps,71,"Precious stones, metals, & pearls",Precious Metals
7113,7113,Jewellery,71,"Precious stones, metals, & pearls",Precious Metals
7114,7114,Metal-Clad Products,71,"Precious stones, metals, & pearls",Precious Metals
7115,7115,Other Precious Metal Products,71,"Precious stones, metals, & pearls",Precious Metals
7116,7116,Pearl Products,71,"Precious stones, metals, & pearls",Precious Metals
7117,7117,Imitation Jewellery,71,"Precious stones, metals, & pearls",Precious Metals
7118,7118,Coin,71,"Precious stones, metals, & pearls",Precious Metals
7201,7201,Pig Iron,72,Iron & steel,Metals
7202,7202,Ferroalloys,72,Iron & steel,Metals
7203,7203,Iron Reductions,72,Iron & steel,Metals
7204,7204,Scrap Iron,72,Iron & steel,Metals
7205,7205,Iron Powder,72,Iron & steel,Metals
7206,7206,Iron Ingots,72,Iron & steel,Metals
7207,7207,Semi-Finished Iron,72,Iron & steel,Metals
7208,7208,Hot-Rolled Iron,72,Iron & steel,Metals
7209,7209,Cold-Rolled Iron,72,Iron & steel,Metals
7210,7210,Coated Flat-Rolled Iron,72,Iron & steel,Metals
7211,7211,Large Flat-Rolled Iron,72,Iron & steel,Metals
7212,7212,Large Coated Flat-Rolled Iron,72,Iron & steel,Metals
7213,7213,Hot-Rolled Iron Bars,72,Iron & steel,Metals
7214,7214,Raw Iron Bars,72,Iron & steel,Metals
7215,7215,Other Iron Bars,72,Iron & steel,Metals
7216,7216,Iron Blocks,72,Iron & steel,Metals
7217,7217,Iron Wire,72,Iron & steel,Metals
7218,7218,Stainless Steel Ingots,72,Iron & steel,Metals
7219,7219,Large Flat-Rolled Stainless Steel,72,Iron & steel,Metals
7220,7220,Flat-Rolled Stainless Steel,72,Iron & steel,Metals
7221,7221,Hot-Rolled Stainless Steel Bars,72,Iron & steel,Metals
7222,7222,Other Stainless Steel Bars,72,Iron & steel,Metals
7223,7223,Stainless Steel Wire,72,Iron & steel,Metals
7224,7224,Steel Ingots,72,Iron & steel,Metals
7225,7225,Flat Flat-Rolled Steel,72,Iron & steel,Metals
7226,7226,Flat-Rolled Iron,72,Iron & steel,Metals
7227,7227,Steel Bars,72,Iron & steel,Metals
7228,7228,Other Steel Bars,72,Iron & steel,Metals
7229,7229,Steel Wire,72,Iron & steel,Metals
7301,7301,Iron Sheet Piling,73,Iron/Steel Articles,Metals
7302,7302,Iron Railway Products,73,Iron/Steel Articles,Metals
7303,7303,Cast Iron Pipes,73,Iron/Steel Articles,Metals
7304,7304,Iron Pipes,73,Iron/Steel Articles,Metals
7305,7305,Other Large Iron Pipes,73,Iron/Steel Articles,Metals
7306,7306,Other Small Iron Pipes,73,Iron/Steel Articles,Metals
7307,7307,Iron Pipe Fittings,73,Iron/Steel Articles,Metals
7308,7308,Iron Structures,73,Iron/Steel Articles,Metals
7309,7309,Large Iron Containers,73,Iron/Steel Articles,Metals
7310,7310,Small Iron Containers,73,Iron/Steel Articles,Metals
7311,7311,Iron Gas Containers,73,Iron/Steel Articles,Metals
7312,7312,Stranded Iron Wire,73,Iron/Steel Articles,Metals
7313,7313,Barbed Wire,73,Iron/Steel Articles,Metals
7314,7314,Iron Cloth,73,Iron/Steel Articles,Metals
7315,7315,Iron Chains,73,Iron/Steel Articles,Metals
7316,7316,Iron Anchors,73,Iron/Steel Articles,Metals
7317,7317,Iron Nails,73,Iron/Steel Articles,Metals
7318,7318,Iron Fasteners,73,Iron/Steel Articles,Metals
7319,7319,Iron Sewing Needles,73,Iron/Steel Articles,Metals
7320,7320,Iron Springs,73,Iron/Steel Articles,Metals
7321,7321,Iron Stovetops,73,Iron/Steel Articles,Metals
7322,7322,Iron Radiators,73,Iron/Steel Articles,Metals
7323,7323,Iron Housewares,73,Iron/Steel Articles,Metals
7324,7324,Iron Toiletry,73,Iron/Steel Articles,Metals
7325,7325,Other Cast Iron Products,73,Iron/Steel Articles,Metals
7326,7326,Other Iron Products,73,Iron/Steel Articles,Metals
7401,7401,Precipitated Copper,74,Copper articles,Metals
7402,7402,Raw Copper,74,Copper articles,Metals
7403,7403,Refined Copper,74,Copper articles,Metals
7404,7404,Scrap Copper,74,Copper articles,Metals
7405,7405,Copper Alloys,74,Copper articles,Metals
7406,7406,Copper Powder,74,Copper articles,Metals
7407,7407,Copper Bars,74,Copper articles,Metals
7408,7408,Copper Wire,74,Copper articles,Metals
7409,7409,Copper Plating,74,Copper articles,Metals
7410,7410,Copper Foil,74,Copper articles,Metals
7411,7411,Copper Pipes,74,Copper articles,Metals
7412,7412,Copper Pipe Fittings,74,Copper articles,Metals
7413,7413,Stranded Copper Wire,74,Copper articles,Metals
7414,7414,Endless Copper Wire Bands,74,Copper articles,Metals
7415,7415,Copper Fasteners,74,Copper articles,Metals
7416,7416,Copper Springs,74,Copper articles,Metals
7417,7417,Copper Stovetops,74,Copper articles,Metals
7418,7418,Copper Housewares,74,Copper articles,Metals
7419,7419,Other Copper Products,74,Copper articles,Metals
7501,7501,Nickel Mattes,75,Nickel articles,Metals
7502,7502,Raw Nickel,75,Nickel articles,Metals
7503,7503,Scrap Nickel,75,Nickel articles,Metals
7504,7504,Nickel Powder,75,Nickel articles,Metals
7505,7505,Nickel Bars,75,Nickel articles,Metals
7506,7506,Nickel Sheets,75,Nickel articles,Metals
7507,7507,Nickel Pipes,75,Nickel articles,Metals
7508,7508,Other Nickel Products,75,Nickel articles,Metals
7601,7601,Raw Aluminium,76,Aluminum articles,Metals
7602,7602,Scrap Aluminium,76,Aluminum articles,Metals
7603,7603,Aluminium Powder,76,Aluminum articles,Metals
7604,7604,Aluminium Bars,76,Aluminum articles,Metals
7605,7605,Aluminium Wire,76,Aluminum articles,Metals
7606,7606,Aluminium Plating,76,Aluminum articles,Metals
7607,7607,Aluminium Foil,76,Aluminum articles,Metals
7608,7608,Aluminium Pipes,76,Aluminum articles,Metals
7609,7609,Aluminium Pipe Fittings,76,Aluminum articles,Metals
7610,7610,Aluminium Structures,76,Aluminum articles,Metals
7611,7611,Large Aluminium Containers,76,Aluminum articles,Metals
7612,7612,Aluminium Cans,76,Aluminum articles,Metals
7613,7613,Aluminium Gas Containers,76,Aluminum articles,Metals
7614,7614,Stranded Aluminium Wire,76,Aluminum articles,Metals
7615,7615,Aluminium Housewares,76,Aluminum articles,Metals
7616,7616,Other Aluminium Products,76,Aluminum articles,Metals
7801,7801,Raw Lead,78,Lead articles,Metals
7802,7802,Scrap Lead,78,Lead articles,Metals
7803,7803,Lead Bars,78,Lead articles,Metals
7804,7804,Lead Sheets,78,Lead articles,Metals
7805,7805,Lead Pipes,78,Lead articles,Metals
7806,7806,Other Lead Products,78,Lead articles,Metals
7901,7901,Raw Zinc,79,Zinc articles,Metals
7902,7902,Scrap Waste,79,Zinc articles,Metals
7903,7903,Zinc Powder,79,Zinc articles,Metals
7904,7904,Zinc Bars,79,Zinc articles,Metals
7905,7905,Zinc Sheets,79,Zinc articles,Metals
7906,7906,Zinc Pipes,79,Zinc articles,Metals
7907,7907,Other Zinc Products,79,Zinc articles,Metals
8001,8001,Raw Tin,80,Tin articles,Metals
8002,8002,Scrap Tin,80,Tin articles,Metals
8003,8003,Tin Bars,80,Tin articles,Metals
8004,8004,Tin Plating,80,Tin articles,Metals
8005,8005,Tin Foil,80,Tin articles,Metals
8006,8006,Tin pipes or tubes and pipe fittings,80,Tin articles,Metals
8007,8007,Other Tin Products,80,Tin articles,Metals
8101,8101,Tungsten,81,Cermet articles,Metals
8102,8102,Molybdenum,81,Cermet articles,Metals
8103,8103,Tantalum,81,Cermet articles,Metals
8104,8104,Magnesium,81,Cermet articles,Metals
8105,8105,Cobalt,81,Cermet articles,Metals
8106,8106,Bismuth,81,Cermet articles,Metals
8107,8107,Cadmium,81,Cermet articles,Metals
8108,8108,Titanium,81,Cermet articles,Metals
8109,8109,Zirconium,81,Cermet articles,Metals
8110,8110,Antimony,81,Cermet articles,Metals
8111,8111,Manganese,81,Cermet articles,Metals
8112,8112,Other Metals,81,Cermet articles,Metals
8113,8113,Cermets,81,Cermet articles,Metals
8201,8201,Garden Tools,82,Tools & cutlery,Metals
8202,8202,Hand Saws,82,Tools & cutlery,Metals
8203,8203,Hand Tools,82,Tools & cutlery,Metals
8204,8204,Wrenches,82,Tools & cutlery,Metals
8205,8205,Other Hand Tools,82,Tools & cutlery,Metals
8206,8206,Tool Sets,82,Tools & cutlery,Metals
8207,8207,Interchangeable Tool Parts,82,Tools & cutlery,Metals
8208,8208,Cutting Blades,82,Tools & cutlery,Metals
8209,8209,Tool Plates,82,Tools & cutlery,Metals
8210,8210,Cooking Hand Tools,82,Tools & cutlery,Metals
8211,8211,Knives,82,Tools & cutlery,Metals
8212,8212,Razor Blades,82,Tools & cutlery,Metals
8213,8213,Scissors,82,Tools & cutlery,Metals
8214,8214,Other Cutlery,82,Tools & cutlery,Metals
8215,8215,Cutlery Sets,82,Tools & cutlery,Metals
8301,8301,Padlocks,83,Miscellaneous metal products,Metals
8302,8302,Metal Mountings,83,Miscellaneous metal products,Metals
8303,8303,Safes,83,Miscellaneous metal products,Metals
8304,8304,Filing Cabinets,83,Miscellaneous metal products,Metals
8305,8305,Metal Office Supplies,83,Miscellaneous metal products,Metals
8306,8306,Bells and Other Metal Ornaments,83,Miscellaneous metal products,Metals
8307,8307,Flexible Metal Tubing,83,Miscellaneous metal products,Metals
8308,8308,Other Metal Fasteners,83,Miscellaneous metal products,Metals
8309,8309,Metal Stoppers,83,Miscellaneous metal products,Metals
8310,8310,Metal Signs,83,Miscellaneous metal products,Metals
8311,8311,Coated Metal Soldering Products,83,Miscellaneous metal products,Metals
8401,8401,Nuclear Reactors,84,"Machinery, mechanical appliances, & parts",Machines
8402,8402,Steam Boilers,84,"Machinery, mechanical appliances, & parts",Machines
8403,8403,Central Heating Boilers,84,"Machinery, mechanical appliances, & parts",Machines
8404,8404,Boiler Plants,84,"Machinery, mechanical appliances, & parts",Machines
8405,8405,Water and Gas Generators,84,"Machinery, mechanical appliances, & parts",Machines
8406,8406,Steam Turbines,84,"Machinery, mechanical appliances, & parts",Machines
8407,8407,Spark-Ignition Engines,84,"Machinery, mechanical appliances, & parts",Machines
8408,8408,Combustion Engines,84,"Machinery, mechanical appliances, & parts",Machines
8409,8409,Engine Parts,84,"Machinery, mechanical appliances, & parts",Machines
8410,8410,Hydraulic Turbines,84,"Machinery, mechanical appliances, & parts",Machines
8411,8411,Gas Turbines,84,"Machinery, mechanical appliances, & parts",Machines
8412,8412,Other Engines,84,"Machinery, mechanical appliances, & parts",Machines
8413,8413,Liquid Pumps,84,"Machinery, mechanical appliances, & parts",Machines
8414,8414,Air Pumps,84,"Machinery, mechanical appliances, & parts",Machines
8415,8415,Air Conditioners,84,"Machinery, mechanical appliances, & parts",Machines
8416,8416,Liquid Fuel Furnaces,84,"Machinery, mechanical appliances, & parts",Machines
8417,8417,Industrial Furnaces,84,"Machinery, mechanical appliances, & parts",Machines
8418,8418,Refrigerators,84,"Machinery, mechanical appliances, & parts",Machines
8419,8419,Other Heating Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8420,8420,Rolling Machines,84,"Machinery, mechanical appliances, & parts",Machines
8421,8421,Centrifuges,84,"Machinery, mechanical appliances, & parts",Machines
8422,8422,Washing and Bottling Machines,84,"Machinery, mechanical appliances, & parts",Machines
8423,8423,Scales,84,"Machinery, mechanical appliances, & parts",Machines
8424,8424,Liquid Dispersing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8425,8425,Pulley Systems,84,"Machinery, mechanical appliances, & parts",Machines
8426,8426,Cranes,84,"Machinery, mechanical appliances, & parts",Machines
8427,8427,Fork-Lifts,84,"Machinery, mechanical appliances, & parts",Machines
8428,8428,Lifting Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8429,8429,Large Construction Vehicles,84,"Machinery, mechanical appliances, & parts",Machines
8430,8430,Other Construction Vehicles,84,"Machinery, mechanical appliances, & parts",Machines
8431,8431,Excavation Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8432,8432,Soil Preparation Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8433,8433,Harvesting Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8434,8434,Dairy Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8435,8435,Fruit Pressing Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8436,8436,Other Agricultural Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8437,8437,Mill Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8438,8438,Industrial Food Preperation Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8439,8439,Papermaking Machines,84,"Machinery, mechanical appliances, & parts",Machines
8440,8440,Book-binding Machines,84,"Machinery, mechanical appliances, & parts",Machines
8441,8441,Other Paper Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8442,8442,Print Production Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8443,8443,Industrial Printers,84,"Machinery, mechanical appliances, & parts",Machines
8444,8444,Artificial Textile Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8445,8445,Textile Fiber Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8446,8446,Looms,84,"Machinery, mechanical appliances, & parts",Machines
8447,8447,Knitting Machines,84,"Machinery, mechanical appliances, & parts",Machines
8448,8448,Knitting Machine Accessories,84,"Machinery, mechanical appliances, & parts",Machines
8449,8449,Felt Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8450,8450,Household Washing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8451,8451,Textile Processing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8452,8452,Sewing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8453,8453,Leather Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8454,8454,Casting Machines,84,"Machinery, mechanical appliances, & parts",Machines
8455,8455,Metal-Rolling Mills,84,"Machinery, mechanical appliances, & parts",Machines
8456,8456,Non-Mechanical Removal Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8457,8457,Metalworking Transfer Machines,84,"Machinery, mechanical appliances, & parts",Machines
8458,8458,Metal Lathes,84,"Machinery, mechanical appliances, & parts",Machines
8459,8459,Drilling Machines,84,"Machinery, mechanical appliances, & parts",Machines
8460,8460,Metal Finishing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8461,8461,Metalworking Machines,84,"Machinery, mechanical appliances, & parts",Machines
8462,8462,Forging Machines,84,"Machinery, mechanical appliances, & parts",Machines
8463,8463,Other Non-Metal Removal Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8464,8464,Stone Working Machines,84,"Machinery, mechanical appliances, & parts",Machines
8465,8465,Woodworking machines,84,"Machinery, mechanical appliances, & parts",Machines
8466,8466,Metalworking Machine Parts,84,"Machinery, mechanical appliances, & parts",Machines
8467,8467,Motor-working Tools,84,"Machinery, mechanical appliances, & parts",Machines
8468,8468,Soldering and Welding Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8469,8469,Typewriters,84,"Machinery, mechanical appliances, & parts",Machines
8470,8470,Calculators,84,"Machinery, mechanical appliances, & parts",Machines
8471,8471,Computers,84,"Machinery, mechanical appliances, & parts",Machines
8472,8472,Other Office Machines,84,"Machinery, mechanical appliances, & parts",Machines
8473,8473,Office Machine Parts,84,"Machinery, mechanical appliances, & parts",Machines
8474,8474,Stone Processing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8475,8475,Glass Working Machines,84,"Machinery, mechanical appliances, & parts",Machines
8476,8476,Vending Machines,84,"Machinery, mechanical appliances, & parts",Machines
8477,8477,Rubberworking Machinery,84,"Machinery, mechanical appliances, & parts",Machines
8478,8478,Tobacco Processing Machines,84,"Machinery, mechanical appliances, & parts",Machines
8479,8479,Machinery Having Individual Functions,84,"Machinery, mechanical appliances, & parts",Machines
8480,8480,Metal Molds,84,"Machinery, mechanical appliances, & parts",Machines
8481,8481,Valves,84,"Machinery, mechanical appliances, & parts",Machines
8482,8482,Ball Bearings,84,"Machinery, mechanical appliances, & parts",Machines
8483,8483,Transmissions,84,"Machinery, mechanical appliances, & parts",Machines
8484,8484,Gaskets,84,"Machinery, mechanical appliances, & parts",Machines
8485,8485,Boat Propellers,84,"Machinery, mechanical appliances, & parts",Machines
8501,8501,Electric Motors,85,Electrical machinery and electronics,Machines
8502,8502,Electric Generating Sets,85,Electrical machinery and electronics,Machines
8503,8503,Electric Motor Parts,85,Electrical machinery and electronics,Machines
8504,8504,Electrical Transformers,85,Electrical machinery and electronics,Machines
8505,8505,Electromagnets,85,Electrical machinery and electronics,Machines
8506,8506,Batteries,85,Electrical machinery and electronics,Machines
8507,8507,Electric Batteries,85,Electrical machinery and electronics,Machines
8508,8508,Vacuum Cleaners,85,Electrical machinery and electronics,Machines
8509,8509,Other Domestic Electric Housewares,85,Electrical machinery and electronics,Machines
8510,8510,Hair Trimmers,85,Electrical machinery and electronics,Machines
8511,8511,Electrical Ignitions,85,Electrical machinery and electronics,Machines
8512,8512,Electrical Lighting and Signalling Equipment,85,Electrical machinery and electronics,Machines
8513,8513,Portable Lighting,85,Electrical machinery and electronics,Machines
8514,8514,Electric Furnaces,85,Electrical machinery and electronics,Machines
8515,8515,Electric Soldering Equipment,85,Electrical machinery and electronics,Machines
8516,8516,Electric Heaters,85,Electrical machinery and electronics,Machines
8517,8517,Telephones,85,Electrical machinery and electronics,Machines
8518,8518,Microphones and Headphones,85,Electrical machinery and electronics,Machines
8519,8519,Sound Recording Equipment,85,Electrical machinery and electronics,Machines
8520,8520,Dictation Machines,85,Electrical machinery and electronics,Machines
8521,8521,Video Recording Equipment,85,Electrical machinery and electronics,Machines
8522,8522,Audio and Video Recording Accessories,85,Electrical machinery and electronics,Machines
8523,8523,Blank Audio Media,85,Electrical machinery and electronics,Machines
8524,8524,Sound Recordings,85,Electrical machinery and electronics,Machines
8525,8525,Broadcasting Equipment,85,Electrical machinery and electronics,Machines
8526,8526,Navigation Equipment,85,Electrical machinery and electronics,Machines
8527,8527,Radio Receivers,85,Electrical machinery and electronics,Machines
8528,8528,Video Displays,85,Electrical machinery and electronics,Machines
8529,8529,Broadcasting Accessories,85,Electrical machinery and electronics,Machines
8530,8530,Traffic Signals,85,Electrical machinery and electronics,Machines
8531,8531,Audio Alarms,85,Electrical machinery and electronics,Machines
8532,8532,Electrical Capacitors,85,Electrical machinery and electronics,Machines
8533,8533,Electrical Resistors,85,Electrical machinery and electronics,Machines
8534,8534,Printed Circuit Boards,85,Electrical machinery and electronics,Machines
8535,8535,High-voltage Protection Equipment,85,Electrical machinery and electronics,Machines
8536,8536,Low-voltage Protection Equipment,85,Electrical machinery and electronics,Machines
8537,8537,Electrical Control Boards,85,Electrical machinery and electronics,Machines
8538,8538,Electrical Power Accessories,85,Electrical machinery and electronics,Machines
8539,8539,Electric Filament,85,Electrical machinery and electronics,Machines
8540,8540,Cathode Tubes,85,Electrical machinery and electronics,Machines
8541,8541,Semiconductor Devices,85,Electrical machinery and electronics,Machines
8542,8542,Integrated Circuits,85,Electrical machinery and electronics,Machines
8543,8543,Other Electrical Machinery,85,Electrical machinery and electronics,Machines
8544,8544,Insulated Wire,85,Electrical machinery and electronics,Machines
8545,8545,Carbon-based Electronics,85,Electrical machinery and electronics,Machines
8546,8546,Electrical Insulators,85,Electrical machinery and electronics,Machines
8547,8547,Metal Insulating Fittings,85,Electrical machinery and electronics,Machines
8548,8548,Electrical Parts,85,Electrical machinery and electronics,Machines
8601,8601,Electric Locomotives,86,Railway and trams,Transportation
8602,8602,Other Locomotives,86,Railway and trams,Transportation
8603,8603,Self-Propelled Rail Transport,86,Railway and trams,Transportation
8604,8604,Railway Maintenance Vehicles,86,Railway and trams,Transportation
8605,8605,Railway Passenger Cars,86,Railway and trams,Transportation
8606,8606,Railway Freight Cars,86,Railway and trams,Transportation
8607,8607,Locomotive Parts,86,Railway and trams,Transportation
8608,8608,Railway Track Fixtures,86,Railway and trams,Transportation
8609,8609,Railway Cargo Containers,86,Railway and trams,Transportation
8701,8701,Tractors,87,"Cars, tractors, trucks & parts thereof.",Transportation
8702,8702,Buses,87,"Cars, tractors, trucks & parts thereof.",Transportation
8703,8703,Cars,87,"Cars, tractors, trucks & parts thereof.",Transportation
8704,8704,Delivery Trucks,87,"Cars, tractors, trucks & parts thereof.",Transportation
8705,8705,Special purpose motor vehicles,87,"Cars, tractors, trucks & parts thereof.",Transportation
8706,8706,Motor vehicle (8701 to 8705) chassis fitted with engine,87,"Cars, tractors, trucks & parts thereof.",Transportation
8707,8707,Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),87,"Cars, tractors, trucks & parts thereof.",Transportation
8708,8708,Motor Vehicles; parts & accessories,87,"Cars, tractors, trucks & parts thereof.",Transportation
8709,8709,Work Trucks,87,"Cars, tractors, trucks & parts thereof.",Transportation
8710,8710,Tanks and Armored vehicles,87,"Cars, tractors, trucks & parts thereof.",Transportation
8711,8711,Motorcycles and cycles,87,"Cars, tractors, trucks & parts thereof.",Transportation
8712,8712,"Bicycles, delivery tricycles, other cycles",87,"Cars, tractors, trucks & parts thereof.",Transportation
